,Parcel ID,Address,Sale Date,Sale Price,Qualified Sales,Reason,Acres,Parcel  Class ,Year  Built ,Square Ft ,Price Per  Square Ft ,lat,long
1032,08099 000014,5509 RADFORD RD,6/1/23,"$1,200,000.00 ",Qualified,FM,1.35,Commercial,2004,4371,$0.00 ,34.1997859,-83.924984
,08112A001006A,5510 MAIN ST,2/23/23,"$485,000.00 ",Qualified,FM,0.05,Commercial,1900,1702,$0.00 ,34.1852882,-83.9255041
1020,08091 000004,5761 MCEVER RD,6/29/23,"$23,592,910.00 ",Qualified,FM,13.16,Industrial,2022,120000,$0.00 ,34.212054,-83.910677
1049,12030 000009D,5829 BROOKTON LULA RD,3/15/23,"$160,000.00 ",Qualified,FM,0.83,Commercial,1977,2720,$0.00 ,34.4434204,-83.8026502
1026,01028 001046,605 SW WEST AVE,6/16/23,"$400,000.00 ",Qualified,FM,0.63,Commercial,1999,1728,$0.00 ,34.2955038,-83.8330903
,01028 001046,605 SW WEST AVE,6/16/23,"$400,000.00 ",Qualified,FM,0.63,Commercial,1999,1728,$0.00 ,34.29492262,-83.83106177
1043,01029 001023,644 SW BANKS ST,4/21/23,"$291,000.00 ",Qualified,FM,0.17,Commercial,1910,884,$0.00 ,34.2915416,-83.8304186
1027,01119A002009,649 SW SHALLOWFORD RD,6/14/23,"$4,785,000.00 ",Qualified,FM,1.61,Commercial,2001,13912,$0.00 ,34.2898682,-83.8420815
,09124 000055,690 NE LANIER PARK DR,3/10/23,"$700,000.00 ",Qualified,FM,0.42,Commercial,1984,3820,$0.00 ,34.32097472,-83.79855979
1046,00128 003023,702 ATLANTA HWY,4/7/23,"$400,000.00 ",Qualified,FM,0.77,Commercial,1977,4920,$0.00 ,34.2793652,-83.8403776
1022,01033 004001,756 SE E E BUTLER PKWY,6/28/23,"$890,000.00 ",Qualified,FM,0.47,Commercial,1998,3975,$0.00 ,34.2946118,-83.8171099
1039,01016 006011,822 SW MAPLE ST,4/28/23,"$525,000.00 ",Qualified,FM,0.45,Commercial,1900,1284,$0.00 ,34.2906196,-83.8223348
1018,01026 001031,832 NW WASHINGTON ST,7/7/23,"$1,363,630.00 ",Qualified,FM,0.87,Commercial,1950,736,$0.00 ,34.2971335,-83.8358879
,01049 001014F,881 SW DORSEY ST,2/8/23,"$615,000.00 ",Qualified,FM,1.13,Industrial,1958,10240,$0.00 ,34.28312632,-83.83173629
1034,08170 001004,886 GAINESVILLE HWY,5/30/23,"$200,000.00 ",Qualified,FM,0.23,Commercial,1972,2400,$0.00 ,34.139906,-83.9709743
1021,01019 001004,886 SW BRADFORD ST,6/28/23,"$1,383,000.00 ",Qualified,FM,0.81,Industrial,1983,1204,$0.00 ,34.2903608,-83.8203018
1016,01068 001005,925 NE GREEN ST,7/14/23,"$325,000.00 ",Qualified,FM,0.19,Commercial,1920,2800,$116.07 ,34.3126964,-83.8282224
,01116 002058,958 NW MCEVER RD,3/3/23,"$87,500.00 ",Qualified,FM,0.16,Commercial,1996,594,$0.00 ,34.29679399,-83.8634342
